30	36	105
30	40	96
30	36	95
30	34	118
30	40	96
30	32	96
30	36	105
30	38	107
30	32	96
30	32	106
30	34	95
30	34	125
30	42	99
30	32	97
30	36	81
30	32	119
30	36	107
30	36	118
30	36	95
30	34	96
30	32	117
30	34	95
30	40	96
30	38	80
30	34	105
30	40	89
30	32	103
30	38	98
30	36	100
30	30	106
30	34	106
30	38	95
30	34	103
30	32	102
30	38	96
30	38	95
30	34	105
30	32	105
30	38	89
30	38	103
30	36	124
30	32	96
30	30	128
30	36	93
30	36	92
30	32	123
30	34	98
30	34	105
30	46	81
30	32	98
30	40	81
30	34	91
30	38	89
30	34	100
30	34	105
30	34	100
30	36	125
30	38	98
30	36	128
30	38	89
30	38	120
30	38	96
30	30	105
30	36	73
30	32	119
30	34	107
30	34	125
30	30	92
30	36	105
30	32	100
30	36	92
30	34	97
30	34	91
30	42	121
30	34	98
30	36	92
30	34	95
30	38	119
30	34	103
30	34	128
30	32	119
30	38	105
30	38	125
30	32	92
30	40	121
30	30	102
30	32	124
30	36	103
30	36	117
30	36	93
30	34	119
30	32	97
30	30	108
30	34	105
30	46	81
30	34	95
30	34	106
30	32	102
30	36	103
30	36	119
30	34	98
30	38	108
30	34	103
30	36	105
30	36	98
30	36	96
30	36	107
30	32	103
30	34	100
30	38	121
30	36	96
30	34	95
30	34	100
30	36	108
30	34	97
30	38	103
30	34	96
30	40	73
30	32	103
30	34	105
30	34	95
30	38	119
30	30	128
30	32	108
30	38	80
30	34	105
30	38	107
30	34	96
30	32	119
30	36	98
30	46	105
30	38	95
30	32	103
30	42	73
30	40	96
30	38	98
30	30	105
30	36	80
30	38	103
30	32	97
30	40	101
30	34	100
30	38	120
30	36	100
30	42	107
30	34	106
30	38	80
30	38	95
30	36	128
30	40	73
30	38	100
30	32	102
30	30	103
30	38	98
30	36	124
30	38	106
30	36	128
30	36	97
30	34	108
30	34	96
30	36	103
30	34	98
30	34	98
30	40	128
30	32	106
30	42	99
30	38	89
30	32	100
