296	2	8
297	0	10
298	3	7
299	1	9
300	1	9
301	1	9
302	0	10
303	2	8
304	1	9
305	3	7
306	2	8
307	1	9
308	1	9
309	1	9
310	1	9
311	3	7
312	1	9
313	1	9
314	1	9
315	1	9
316	0	10
317	3	7
318	0	10
319	2	8
320	2	8
321	0	10
322	2	8
323	2	8
324	2	8
325	1	9
326	2	8
327	2	8
328	0	10
329	1	9
330	0	10
331	1	9
332	2	8
333	1	9
334	1	9
335	1	9
336	2	8
337	2	8
338	0	10
339	2	8
340	1	9
341	3	7
342	1	9
343	3	7
344	1	9
345	3	7
346	2	8
347	1	9
348	2	8
349	5	5
350	3	7
351	2	8
352	2	8
353	2	8
354	5	5
355	2	8
356	0	10
357	0	10
358	0	10
359	3	7
360	1	9
361	2	8
362	2	8
363	0	10
364	2	8
365	2	8
366	2	8
367	3	7
368	1	9
369	2	8
370	0	10
371	0	10
372	1	9
373	1	9
374	1	9
375	1	9
376	0	10
377	1	9
378	2	8
379	0	10
380	0	10
381	1	9
382	1	9
383	1	9
384	0	10
385	2	8
386	3	7
387	0	10
388	2	8
389	2	8
390	1	9
391	0	10
392	3	7
393	1	9
394	1	9
395	0	10
396	0	10
397	3	7
398	0	10
399	2	8
400	0	10
401	1	9
402	0	10
403	0	10
404	0	10
405	1	9
406	0	10
407	1	9
408	0	10
409	0	10
410	2	8
411	0	10
412	1	9
413	0	10
414	0	10
415	2	8
416	2	8
417	2	8
418	0	10
419	1	9
420	0	10
421	0	10
422	1	9
423	0	10
424	0	10
425	1	9
426	0	10
427	0	10
428	1	9
429	0	10
430	1	9
431	0	10
432	0	10
433	0	10
434	1	9
435	0	10
436	1	9
437	1	9
438	0	10
439	1	9
440	2	8
441	0	10
442	0	10
443	1	9
444	1	9
445	2	8
446	2	8
447	0	10
448	1	9
449	0	10
450	1	9
451	1	9
452	1	9
453	1	9
454	3	7
455	0	10
456	1	9
457	1	9
458	1	9
459	1	9
460	2	8
461	3	7
462	2	8
463	1	9
464	0	10
465	0	10
466	0	10
467	2	8
468	1	9
469	2	8
470	0	10
471	0	10
472	2	8
473	0	10
474	0	10
475	2	8
476	0	10
477	0	10
478	1	9
479	2	8
480	0	10
481	0	10
482	0	10
483	2	8
484	0	10
485	2	8
486	0	10
487	1	9
488	1	9
489	2	8
490	0	10
491	2	8
492	1	9
493	1	9
494	1	9
495	2	8
496	1	9
497	2	8
498	0	10
499	0	10
40	823	177
