350	88	1215
350	92	860
351	90	1215
352	90	1122
352	94	1219
353	90	1199
353	86	1085
353	88	1168
20	32	62
20	30	62
20	34	60
21	32	57
22	32	54
22	32	80
23	34	63
24	32	56
25	34	87
25	34	92
26	34	101
26	32	101
26	36	82
27	36	103
27	36	107
27	32	79
28	32	103
28	44	70
28	34	102
28	34	86
28	38	99
29	32	121
29	32	97
29	36	84
29	34	97
29	34	103
29	38	74
29	38	74
29	32	110
30	36	100
30	42	78
30	36	103
31	34	77
31	36	68
31	36	89
31	34	84
31	34	86
32	32	77
32	36	99
32	40	121
32	36	93
32	36	100
32	34	90
33	36	96
33	36	104
33	34	77
33	36	74
33	34	84
33	36	74
34	40	93
34	34	109
34	30	72
34	42	98
34	44	95
34	38	121
34	42	93
34	40	89
35	40	109
35	38	89
35	36	96
35	42	92
35	36	110
35	38	98
35	40	100
35	34	122
36	34	94
36	38	139
36	32	94
37	38	96
37	40	117
37	42	92
37	38	91
37	40	97
37	34	84
37	38	115
37	34	80
37	38	91
38	40	89
38	40	82
38	40	112
38	36	98
38	36	122
38	38	90
38	38	89
38	38	89
38	38	96
39	34	111
39	36	89
39	40	88
39	40	114
39	40	110
39	34	89
39	36	114
40	40	133
40	42	80
40	40	80
40	40	133
40	36	110
40	42	84
40	38	108
40	38	122
40	34	108
41	34	104
41	38	129
41	36	130
41	44	105
41	40	130
41	44	109
41	36	76
41	36	110
42	40	113
42	36	108
42	40	130
42	44	111
42	36	97
42	34	118
42	40	98
42	42	98
43	42	125
43	36	117
43	34	125
43	34	125
43	38	109
43	36	141
43	38	81
44	40	117
44	36	87
44	40	73
44	40	115
44	42	112
44	40	118
44	40	136
44	40	120
44	40	96
44	40	131
45	38	170
45	36	134
45	38	134
45	36	139
45	42	134
45	36	154
45	40	154
45	40	108
46	36	149
46	40	90
46	44	106
46	40	120
46	44	133
46	38	120
46	40	100
46	38	133
46	46	117
46	40	118
47	40	121
47	36	130
47	40	107
47	42	116
47	38	112
47	38	120
47	38	141
47	36	95
48	40	130
48	42	104
48	38	114
48	38	163
48	38	135
48	38	116
48	36	109
48	40	128
48	42	122
49	38	123
49	44	113
49	38	125
49	42	118
49	44	110
49	42	126
50	40	123
50	38	103
50	42	118
50	38	121
51	44	138
51	40	126
51	42	117
51	42	121
51	42	117
51	42	121
51	42	124
52	44	117
52	40	128
52	46	131
52	36	114
53	40	106
53	42	110
53	42	122
53	42	170
53	42	175
53	42	191
54	42	122
54	40	121
54	42	124
54	48	137
54	38	125
55	40	191
55	44	189
55	42	148
55	40	119
55	44	120
55	42	188
56	42	186
56	46	165
57	50	149
57	40	148
57	44	192
57	46	186
58	44	182
58	42	182
59	40	182
59	44	182
59	46	203
59	48	124
59	44	204
60	44	182
60	50	134
60	42	176
60	46	218
60	40	174
60	44	174
62	46	211
62	46	204
62	44	173
63	54	179
63	38	210
63	46	216
64	46	180
64	44	143
64	38	179
64	42	194
65	44	169
65	52	196
65	46	178
65	50	158
65	42	220
65	40	250
66	46	195
66	48	194
66	44	234
66	40	207
